"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2010-1-28","12,120.48","12,008.96","12,166.47","11,903.99","720.10M","0.61%"
"2010-1-27","12,046.78","12,157.14","12,233.11","11,946.49","779.40M","-0.95%"
"2010-1-26","12,162.56","12,496.11","12,536.47","12,091.09","904.90M","-2.47%"
"2010-1-25","12,470.19","12,506.14","12,640.73","12,458.56","858.70M","-1.00%"
"2010-1-22","12,595.93","12,756.92","12,756.92","12,394.07","959.40M","-2.49%"
"2010-1-21","12,917.15","12,928.52","12,982.88","12,732.96","801.50M","0.01%"
"2010-1-20","12,916.15","13,375.53","13,389.93","12,871.58","1.07B","-3.25%"
"2010-1-19","13,350.67","13,389.59","13,433.06","13,318.35","818.20M","-0.08%"
"2010-1-18","13,361.52","13,234.11","13,373.11","13,175.93","901.60M","0.73%"
"2010-1-15","13,264.37","13,247.65","13,320.40","13,118.25","885.30M","0.46%"
"2010-1-14","13,204.19","13,037.80","13,222.22","12,965.79","1.04B","1.44%"
"2010-1-13","13,016.56","13,031.55","13,227.96","12,936.32","1.44B","-2.73%"
"2010-1-12","13,381.25","13,187.39","13,381.25","12,993.23","1.17B","1.67%"
"2010-1-11","13,161.09","13,559.28","13,606.23","13,089.88","1.06B","-0.80%"
"2010-1-8","13,267.44","13,180.90","13,270.62","13,040.34","772.50M","0.24%"
"2010-1-7","13,235.48","13,514.64","13,571.35","13,148.25","1.03B","-2.00%"
"2010-1-6","13,505.18","13,509.39","13,677.40","13,456.29","1.06B","-0.09%"
"2010-1-5","13,517.38","13,539.83","13,597.36","13,324.56","1.08B","-0.12%"
"2010-1-4","13,533.54","13,766.10","13,782.81","13,533.54","670.90M","-1.21%"
"2009-12-31","13,699.97","13,636.30","13,699.97","13,509.01","732.90M","0.41%"
"2009-12-30","13,644.47","13,504.15","13,645.17","13,459.59","960.80M","1.04%"
"2009-12-29","13,503.99","13,484.49","13,503.99","13,308.80","656.50M","0.30%"
"2009-12-28","13,463.98","13,311.02","13,502.36","13,311.02","607.00M","1.31%"
"2009-12-25","13,289.94","13,298.86","13,364.29","13,223.99","586.30M","-0.12%"
"2009-12-24","13,305.31","12,867.36","13,341.64","12,839.46","818.10M","3.84%"
"2009-12-23","12,813.29","12,635.68","12,859.92","12,635.68","629.90M","1.31%"
"2009-12-22","12,647.51","13,042.92","13,060.49","12,642.12","677.50M","-2.79%"
"2009-12-21","13,011.15","12,911.80","13,011.15","12,815.34","632.90M","0.74%"
"2009-12-18","12,914.97","13,263.30","13,263.30","12,900.04","864.20M","-3.56%"
"2009-12-17","13,391.72","13,694.68","13,752.92","13,368.62","720.30M","-2.00%"
"2009-12-16","13,664.97","13,760.76","13,883.31","13,644.69","658.80M","-1.16%"
"2009-12-15","13,825.84","13,865.11","13,972.65","13,782.90","1.09B","-0.82%"
"2009-12-14","13,940.44","13,882.18","13,971.23","13,544.50","1.05B","0.47%"
"2009-12-11","13,875.87","13,942.24","14,041.75","13,843.80","673.30M","0.05%"
"2009-12-10","13,868.80","13,862.76","13,992.30","13,763.63","741.00M","0.70%"
"2009-12-9","13,772.17","13,777.82","13,905.77","13,713.52","786.80M","-1.14%"
"2009-12-8","13,930.28","14,079.89","14,096.87","13,808.82","1.06B","-0.86%"
"2009-12-7","14,051.52","13,924.40","14,070.81","13,872.52","1.13B","1.20%"
"2009-12-4","13,884.93","13,731.88","13,950.92","13,448.78","1.43B","0.91%"
"2009-12-3","13,759.83","13,789.08","13,822.91","13,604.15","1.03B","-0.29%"
"2009-12-2","13,800.50","13,724.56","13,850.26","13,687.30","1.22B","0.86%"
"2009-12-1","13,682.17","13,474.86","13,702.06","13,363.74","1.27B","1.45%"
"2009-11-30","13,486.77","13,015.48","13,486.77","13,015.48","1.08B","4.74%"
"2009-11-27","12,876.15","13,067.52","13,292.76","12,800.70","1.19B","-3.09%"
"2009-11-26","13,287.37","13,848.95","13,920.90","13,248.27","1.67B","-3.82%"
"2009-11-25","13,814.55","13,409.20","13,817.22","13,332.53","1.44B","2.69%"
"2009-11-24","13,453.28","13,899.84","14,032.60","13,402.44","1.90B","-2.90%"
"2009-11-23","13,854.66","13,710.26","13,854.66","13,667.48","1.11B","1.16%"
"2009-11-20","13,695.15","13,645.70","13,781.01","13,540.10","1.07B","-0.03%"
"2009-11-19","13,699.55","13,669.53","13,733.45","13,549.32","1.02B","0.42%"
"2009-11-18","13,642.35","13,681.90","13,750.18","13,571.74","912.00M","-0.21%"
"2009-11-17","13,671.08","13,766.57","13,771.63","13,627.21","1.14B","-0.21%"
"2009-11-16","13,699.68","13,354.17","13,699.68","13,354.17","1.48B","3.28%"
"2009-11-13","13,264.40","13,140.47","13,264.40","12,989.75","1.06B","0.64%"
"2009-11-12","13,180.28","13,135.91","13,299.29","13,129.74","1.05B","0.56%"
"2009-11-11","13,106.92","13,138.89","13,200.08","13,003.79","879.50M","-0.34%"
"2009-11-10","13,151.49","13,133.66","13,224.78","13,115.04","1.16B","0.88%"
"2009-11-9","13,036.30","12,996.29","13,064.38","12,890.01","978.50M","0.38%"
"2009-11-6","12,987.20","12,994.51","13,082.17","12,940.99","1.10B","0.66%"
"2009-11-5","12,901.70","12,945.93","12,982.79","12,777.29","828.10M","-0.23%"
"2009-11-4","12,931.21","12,886.09","13,024.16","12,772.80","1.10B","0.55%"
"2009-11-3","12,859.86","12,754.70","12,903.68","12,727.48","1.04B","1.13%"
"2009-11-2","12,715.65","12,016.61","12,718.97","11,957.58","954.40M","3.40%"
"2009-10-30","12,297.16","12,427.10","12,491.72","12,294.19","793.40M","0.85%"
"2009-10-29","12,193.16","12,270.61","12,373.71","12,174.12","838.30M","-2.50%"
"2009-10-28","12,505.33","12,349.47","12,527.61","12,234.35","830.40M","0.75%"
"2009-10-27","12,412.45","12,704.24","12,739.08","12,412.45","1.00B","-3.14%"
"2009-10-26","12,815.26","12,869.34","12,916.81","12,708.88","908.70M","-0.22%"
"2009-10-23","12,843.21","12,656.32","12,941.38","12,656.32","1.11B","1.73%"
"2009-10-22","12,624.68","12,670.97","12,751.30","12,586.67","876.50M","-0.54%"
"2009-10-21","12,692.72","12,683.73","12,875.10","12,631.48","1.17B","0.13%"
"2009-10-20","12,676.24","12,566.47","12,684.97","12,531.67","1.21B","1.55%"
"2009-10-19","12,483.26","12,047.74","12,485.21","12,035.19","1.26B","3.74%"
"2009-10-16","12,033.37","12,046.80","12,126.92","11,828.06","708.10M","0.19%"
"2009-10-15","12,010.18","12,092.42","12,214.07","11,985.26","891.80M","0.29%"
"2009-10-14","11,975.91","11,914.77","12,171.47","11,895.30","1.10B","0.85%"
"2009-10-13","11,874.90","11,710.14","11,874.90","11,679.20","604.20M","1.12%"
"2009-10-12","11,743.89","11,829.30","11,895.91","11,728.06","727.80M","-0.49%"
"2009-10-9","11,801.23","11,499.70","11,809.10","11,452.33","795.20M","5.30%"
"2009-9-30","11,206.85","11,121.23","11,300.03","11,121.23","641.30M","1.24%"
"2009-9-29","11,069.28","11,092.52","11,157.55","10,883.13","624.60M","-0.16%"
"2009-9-28","11,086.71","11,418.44","11,527.62","11,042.07","553.40M","-2.61%"
"2009-9-25","11,384.16","11,382.15","11,539.04","11,261.70","566.00M","-0.80%"
"2009-9-24","11,475.88","11,386.44","11,654.09","11,109.08","867.40M","0.12%"
"2009-9-23","11,462.33","11,787.87","11,898.47","11,383.94","932.90M","-2.97%"
"2009-9-22","11,813.46","11,985.82","12,230.23","11,806.76","1.10B","-1.92%"
"2009-9-21","12,045.20","11,836.76","12,048.64","11,553.90","933.50M","0.57%"
"2009-9-18","11,977.40","12,486.78","12,488.60","11,854.24","1.16B","-3.98%"
"2009-9-17","12,473.61","12,334.96","12,521.88","12,334.96","1.02B","1.45%"
"2009-9-16","12,294.88","12,396.50","12,456.96","12,097.60","1.16B","-1.15%"
"2009-9-15","12,438.24","12,406.06","12,530.07","12,306.25","948.90M","0.43%"
"2009-9-14","12,385.06","12,145.84","12,387.56","12,128.46","1.09B","2.39%"
"2009-9-11","12,096.26","11,839.08","12,173.20","11,834.47","995.50M","1.76%"
"2009-9-10","11,887.02","11,954.83","12,066.16","11,849.48","1.02B","-1.33%"
"2009-9-9","12,047.22","12,000.10","12,097.61","11,828.88","1.47B","1.04%"
"2009-9-8","11,923.34","11,548.25","11,923.34","11,425.50","1.24B","2.47%"
"2009-9-7","11,635.45","11,591.64","11,837.51","11,526.96","1.18B","1.00%"
"2009-9-4","11,519.68","11,416.66","11,609.48","11,369.85","1.22B","1.01%"
"2009-9-3","11,404.05","10,772.76","11,445.36","10,765.01","1.37B","6.19%"
"2009-9-2","10,738.95","10,503.39","10,811.58","10,462.11","939.60M","1.17%"
"2009-9-1","10,614.28","10,463.04","10,855.28","10,387.42","1.17B","0.28%"
"2009-8-31","10,585.08","11,297.46","11,297.46","10,561.74","1.28B","-7.55%"
"2009-8-28","11,450.08","11,880.03","11,963.52","11,418.05","1.11B","-3.76%"
"2009-8-27","11,897.74","11,868.66","12,148.18","11,760.96","1.08B","-0.81%"
"2009-8-26","11,995.02","11,598.58","12,101.82","11,546.25","1.11B","2.63%"
"2009-8-25","11,688.17","12,009.56","12,009.56","11,332.39","1.26B","-3.21%"
"2009-8-24","12,075.80","11,962.76","12,126.86","11,847.52","1.06B","1.55%"
"2009-8-21","11,892.02","11,602.31","11,981.48","11,542.40","1.12B","2.09%"
"2009-8-20","11,648.35","11,193.03","11,667.98","11,193.03","1.17B","3.91%"
"2009-8-19","11,209.92","11,818.00","11,833.97","11,072.61","1.11B","-4.79%"
"2009-8-18","11,773.30","11,527.70","11,833.03","11,466.99","951.00M","0.90%"
"2009-8-17","11,668.80","12,269.49","12,378.00","11,652.92","1.25B","-6.65%"
"2009-8-14","12,499.75","12,807.44","12,924.20","12,472.94","1.16B","-2.37%"
"2009-8-13","12,802.91","12,622.75","12,834.08","12,383.19","1.11B","1.68%"
"2009-8-12","12,591.66","13,091.96","13,101.99","12,547.42","1.24B","-4.15%"
"2009-8-11","13,137.11","13,033.09","13,198.83","12,943.92","978.80M","1.26%"
"2009-8-10","12,973.65","13,109.32","13,243.82","12,745.90","1.08B","-0.01%"
"2009-8-7","12,975.26","13,459.42","13,569.64","12,943.84","1.27B","-3.86%"
"2009-8-6","13,495.97","13,660.39","13,781.81","13,268.30","1.55B","-2.08%"
"2009-8-5","13,782.94","13,895.69","13,943.44","13,572.82","1.49B","-0.87%"
"2009-8-4","13,904.55","13,924.92","13,929.98","13,603.00","1.63B","0.34%"
"2009-8-3","13,856.99","13,735.08","13,867.71","13,582.34","1.77B","1.36%"
"2009-7-31","13,670.72","13,387.88","13,671.13","13,250.50","1.54B","3.00%"
"2009-7-30","13,272.53","13,141.76","13,377.01","12,796.30","1.82B","1.54%"
"2009-7-29","13,070.59","13,778.58","13,810.09","12,720.05","1.89B","-5.54%"
"2009-7-28","13,836.66","13,785.85","13,881.14","13,634.79","1.99B","0.68%"
"2009-7-27","13,743.40","13,599.66","13,751.74","13,465.72","1.50B","1.56%"
"2009-7-24","13,531.72","13,602.24","13,660.28","13,276.20","1.37B","0.07%"
"2009-7-23","13,521.65","13,374.75","13,528.54","13,326.75","1.41B","1.26%"
"2009-7-22","13,353.21","13,113.66","13,378.91","13,111.83","1.20B","1.34%"
"2009-7-21","13,177.21","13,380.57","13,420.92","13,158.59","1.47B","-1.52%"
"2009-7-20","13,381.22","13,150.91","13,381.22","13,069.84","1.55B","1.90%"
"2009-7-17","13,131.97","13,058.27","13,183.33","12,988.73","1.17B","0.38%"
"2009-7-16","13,081.89","13,158.97","13,222.50","13,031.70","1.62B","0.02%"
"2009-7-15","13,079.26","13,027.66","13,112.34","12,977.66","1.55B","0.68%"
"2009-7-14","12,991.06","12,752.08","12,991.06","12,752.08","1.32B","2.61%"
"2009-7-13","12,660.55","12,705.48","12,795.38","12,640.51","982.50M","-0.36%"
"2009-7-10","12,706.01","12,640.20","12,814.00","12,602.93","1.26B","0.54%"
"2009-7-9","12,637.94","12,491.51","12,652.08","12,444.54","1.31B","1.20%"
"2009-7-8","12,488.58","12,225.63","12,530.90","12,096.84","1.30B","1.02%"
"2009-7-7","12,362.44","12,450.64","12,593.81","12,306.66","1.54B","-1.02%"
"2009-7-6","12,489.92","12,301.92","12,508.59","12,301.92","1.65B","1.89%"
"2009-7-3","12,258.79","11,873.18","12,261.91","11,845.08","1.23B","2.41%"
"2009-7-2","11,970.72","11,875.86","11,987.25","11,858.07","1.18B","1.03%"
"2009-7-1","11,848.75","11,529.54","11,849.28","11,504.75","1.15B","2.44%"
"2009-6-30","11,566.61","11,644.90","11,672.70","11,541.94","992.80M","-0.34%"
"2009-6-29","11,605.51","11,423.47","11,655.26","11,370.10","1.05B","1.69%"
"2009-6-26","11,413.17","11,425.62","11,462.23","11,334.62","782.80M","0.24%"
"2009-6-25","11,385.88","11,410.57","11,490.77","11,332.73","1.07B","0.04%"
"2009-6-24","11,381.64","11,120.84","11,381.64","11,105.31","1.44B","2.30%"
"2009-6-23","11,125.66","11,019.70","11,286.63","10,941.32","1.35B","-0.58%"
"2009-6-22","11,190.71","11,315.92","11,354.73","11,148.23","1.38B","-0.46%"
"2009-6-19","11,242.29","11,166.64","11,270.62","11,099.66","1.28B","0.81%"
"2009-6-18","11,151.63","11,046.56","11,198.37","11,046.56","1.31B","1.01%"
"2009-6-17","11,040.49","10,782.65","11,077.42","10,688.06","1.33B","2.25%"
"2009-6-16","10,797.20","10,655.99","10,851.70","10,614.03","1.11B","0.26%"
"2009-6-15","10,768.96","10,578.64","10,768.96","10,522.77","1.03B","2.33%"
"2009-6-12","10,524.13","10,676.69","10,768.75","10,440.11","915.00M","-1.64%"
"2009-6-11","10,699.91","10,803.54","10,858.70","10,658.97","979.30M","-1.12%"
"2009-6-10","10,820.74","10,819.32","10,882.50","10,754.03","1.14B","0.75%"
"2009-6-9","10,740.09","10,648.06","10,740.09","10,497.37","1.20B","1.21%"
"2009-6-8","10,611.75","10,651.18","10,736.39","10,524.45","1.14B","-0.52%"
"2009-6-5","10,667.11","10,763.51","10,817.04","10,655.35","1.50B","-0.62%"
"2009-6-4","10,733.72","10,651.16","10,800.24","10,567.43","1.57B","0.20%"
"2009-6-3","10,712.31","10,473.11","10,712.31","10,459.02","1.43B","2.17%"
"2009-6-2","10,484.33","10,508.58","10,566.11","10,439.56","1.27B","0.60%"
"2009-6-1","10,421.34","10,267.74","10,458.78","10,267.74","1.25B","2.90%"
"2009-5-27","10,127.92","10,097.47","10,165.43","10,002.75","852.30M","1.05%"
"2009-5-26","10,022.30","10,176.64","10,207.89","10,006.48","1.00B","-1.57%"
"2009-5-25","10,182.16","9,861.36","10,215.14","9,824.62","1.19B","1.09%"
"2009-5-22","10,072.63","10,049.30","10,158.52","9,976.92","852.80M","-0.36%"
"2009-5-21","10,108.86","10,302.03","10,342.77","10,048.35","1.04B","-2.51%"
"2009-5-20","10,369.14","10,453.40","10,497.17","10,369.14","1.19B","-0.53%"
"2009-5-19","10,424.36","10,413.28","10,465.75","10,359.63","1.40B","1.07%"
"2009-5-18","10,314.04","10,211.02","10,339.02","10,023.65","1.01B","0.40%"
"2009-5-15","10,273.23","10,276.55","10,357.00","10,164.92","861.60M","0.21%"
"2009-5-14","10,252.15","10,179.51","10,283.83","10,087.73","1.11B","-0.41%"
"2009-5-13","10,294.37","10,206.79","10,331.50","10,172.62","1.53B","1.13%"
"2009-5-12","10,179.15","9,774.80","10,179.15","9,764.84","1.26B","3.14%"
"2009-5-11","9,868.79","10,248.52","10,347.74","9,865.22","1.68B","-3.09%"
"2009-5-8","10,183.06","10,014.25","10,252.22","9,907.18","1.51B","0.73%"
"2009-5-7","10,108.94","10,229.04","10,318.66","9,973.55","1.63B","-0.40%"
"2009-5-6","10,149.07","9,942.36","10,183.76","9,911.82","1.45B","2.02%"
"2009-5-5","9,947.81","9,958.54","10,072.48","9,910.69","1.34B","0.49%"
"2009-5-4","9,899.67","9,567.63","9,899.67","9,562.95","1.45B","4.18%"
"2009-4-30","9,502.52","9,464.03","9,566.75","9,422.70","1.15B","1.27%"
"2009-4-29","9,383.21","9,097.72","9,425.79","9,079.08","982.60M","3.06%"
"2009-4-28","9,104.30","9,011.42","9,169.39","8,985.60","814.50M","0.24%"
"2009-4-27","9,082.22","9,291.22","9,332.00","9,032.49","788.70M","-2.50%"
"2009-4-24","9,315.20","9,398.49","9,442.42","9,313.23","884.20M","-0.49%"
"2009-4-23","9,360.84","9,178.21","9,409.14","9,132.40","1.10B","1.21%"
"2009-4-22","9,249.08","9,689.16","9,762.83","9,175.55","1.64B","-4.06%"
"2009-4-21","9,640.90","9,665.91","9,760.73","9,499.49","1.50B","-1.56%"
"2009-4-20","9,793.64","9,559.61","9,793.64","9,547.59","1.39B","2.23%"
"2009-4-17","9,580.06","9,679.97","9,732.10","9,487.86","1.54B","-1.35%"
"2009-4-16","9,711.36","9,751.77","9,776.68","9,563.08","1.96B","-0.14%"
"2009-4-15","9,724.58","9,629.22","9,734.06","9,500.26","1.79B","0.48%"
"2009-4-14","9,678.18","9,519.42","9,701.75","9,460.05","1.62B","1.45%"
"2009-4-13","9,539.80","9,449.51","9,577.03","9,441.16","1.90B","2.08%"
"2009-4-10","9,345.44","9,094.58","9,345.44","9,080.12","1.16B","3.49%"
"2009-4-9","9,030.31","8,889.07","9,030.31","8,816.08","977.10M","1.50%"
"2009-4-8","8,896.97","9,196.60","9,235.89","8,896.76","1.24B","-3.63%"
"2009-4-7","9,232.26","9,251.13","9,334.11","9,126.92","1.21B","-0.13%"
"2009-4-3","9,244.66","9,374.85","9,436.64","9,204.77","1.63B","-0.60%"
"2009-4-2","9,300.92","9,189.30","9,380.89","9,183.83","1.83B","1.58%"
"2009-4-1","9,156.01","9,032.40","9,245.66","9,032.40","1.64B","1.94%"
"2009-3-31","8,981.95","8,745.25","8,981.95","8,709.32","1.05B","0.80%"
"2009-3-30","8,910.42","8,991.87","8,998.65","8,846.16","1.18B","-0.93%"
"2009-3-27","8,994.15","9,043.26","9,115.04","8,934.70","1.64B","0.11%"
"2009-3-26","8,983.87","8,740.06","8,988.33","8,590.01","1.28B","2.60%"
"2009-3-25","8,756.25","8,888.87","9,029.42","8,756.25","1.30B","-2.22%"
"2009-3-24","8,954.84","9,012.24","9,071.69","8,911.57","1.64B","0.78%"
"2009-3-23","8,885.75","8,664.67","8,947.69","8,623.13","1.77B","2.76%"
"2009-3-20","8,647.51","8,657.44","8,717.64","8,477.85","1.75B","0.29%"
"2009-3-19","8,622.47","8,483.08","8,665.15","8,460.96","1.39B","1.85%"
"2009-3-18","8,465.96","8,438.48","8,627.00","8,415.71","1.65B","0.91%"
"2009-3-17","8,389.87","8,035.85","8,427.89","8,029.53","1.50B","4.58%"
"2009-3-16","8,022.69","7,847.34","8,033.09","7,795.05","701.20M","1.87%"
"2009-3-13","7,875.74","7,963.76","8,051.47","7,851.91","734.80M","-0.73%"
"2009-3-12","7,933.51","7,900.87","7,964.74","7,696.16","815.40M","-0.10%"
"2009-3-11","7,941.51","8,225.33","8,245.61","7,908.25","985.20M","-1.29%"
"2009-3-10","8,045.66","7,829.97","8,045.66","7,786.86","809.40M","1.24%"
"2009-3-9","7,946.80","8,310.12","8,426.99","7,907.30","1.17B","-3.67%"
"2009-3-6","8,249.89","8,094.08","8,327.95","8,062.91","1.24B","0.09%"
"2009-3-5","8,242.28","8,341.53","8,412.07","8,110.02","1.62B","0.18%"
"2009-3-4","8,227.69","7,742.67","8,253.78","7,742.67","1.55B","6.91%"
"2009-3-3","7,695.62","7,568.40","7,814.81","7,524.13","1.07B","-0.86%"
"2009-3-2","7,762.72","7,511.66","7,806.81","7,495.82","994.50M","2.03%"
"2009-2-27","7,608.22","7,668.11","7,728.75","7,453.40","1.19B","-2.18%"
"2009-2-26","7,777.90","8,207.85","8,359.56","7,650.82","1.40B","-5.63%"
"2009-2-25","8,241.66","8,443.42","8,493.52","7,994.59","1.75B","-1.92%"
"2009-2-24","8,403.02","8,637.88","8,820.67","8,369.14","1.93B","-3.72%"
"2009-2-23","8,727.70","8,423.40","8,763.84","8,372.56","1.60B","3.61%"
"2009-2-20","8,423.77","8,235.76","8,424.68","8,157.59","1.29B","2.56%"
"2009-2-19","8,213.90","8,149.37","8,289.51","8,049.92","1.36B","1.61%"
"2009-2-18","8,083.50","8,282.90","8,441.30","8,074.69","1.77B","-4.46%"
"2009-2-17","8,461.16","8,769.54","8,800.63","8,461.16","2.01B","-3.53%"
"2009-2-16","8,771.04","8,707.92","8,796.81","8,552.47","2.19B","1.65%"
"2009-2-13","8,628.75","8,330.13","8,648.02","8,290.43","1.95B","3.73%"
"2009-2-12","8,318.80","8,295.42","8,354.13","8,001.71","1.95B","0.36%"
"2009-2-11","8,289.21","8,119.76","8,506.67","8,066.52","2.33B","0.29%"
"2009-2-10","8,265.56","8,066.67","8,266.25","7,942.35","1.83B","2.20%"
"2009-2-9","8,087.69","7,891.49","8,129.19","7,861.85","1.98B","4.06%"
"2009-2-6","7,771.90","7,440.27","7,772.39","7,440.27","1.68B","4.84%"
"2009-2-5","7,413.42","7,468.67","7,640.93","7,348.38","1.80B","-0.86%"
"2009-2-4","7,477.63","7,300.19","7,477.63","7,288.40","1.50B","2.91%"
"2009-2-3","7,266.41","7,089.95","7,266.41","7,046.62","1.36B","2.52%"
"2009-2-2","7,087.61","7,073.87","7,099.25","6,995.84","719.50M","1.03%"
"2009-1-23","7,015.24","7,026.58","7,094.57","6,984.82","787.70M","-0.51%"
"2009-1-22","7,050.88","6,994.84","7,055.89","6,928.90","909.90M","1.15%"
"2009-1-21","6,970.81","6,912.74","7,050.90","6,879.16","1.11B","-0.71%"
"2009-1-20","7,020.51","6,963.55","7,020.51","6,900.21","812.10M","0.54%"
"2009-1-19","6,982.59","6,972.58","7,103.83","6,912.10","1.09B","0.94%"
"2009-1-16","6,917.48","6,832.24","7,038.94","6,832.24","1.27B","1.75%"
"2009-1-15","6,798.53","6,739.63","6,889.04","6,720.56","1.04B","-0.20%"
"2009-1-14","6,811.87","6,518.85","6,811.87","6,518.85","949.40M","4.30%"
"2009-1-13","6,530.81","6,603.49","6,664.51","6,529.06","873.30M","-2.81%"
"2009-1-12","6,719.91","6,690.96","6,798.97","6,665.90","798.30M","0.00%"
"2009-1-9","6,719.88","6,621.22","6,736.34","6,620.38","722.60M","1.56%"
"2009-1-8","6,616.98","6,600.04","6,656.18","6,546.77","775.60M","-1.62%"
"2009-1-7","6,725.82","6,769.60","6,836.11","6,725.21","831.90M","-1.02%"
"2009-1-6","6,795.34","6,631.18","6,820.08","6,600.27","1.11B","2.42%"
"2009-1-5","6,634.88","6,557.42","6,634.88","6,514.49","718.10M","2.30%"
"2008-12-31","6,485.51","6,546.07","6,561.48","6,460.70","727.80M","-1.11%"
"2008-12-30","6,558.16","6,629.89","6,652.51","6,498.31","506.00M","-1.43%"
"2008-12-29","6,653.20","6,641.78","6,682.72","6,483.54","491.10M","-0.76%"
"2008-12-26","6,704.25","6,741.24","6,776.30","6,654.59","602.90M","-1.19%"
"2008-12-25","6,785.04","6,871.09","6,919.22","6,704.81","463.70M","-0.88%"
"2008-12-24","6,845.60","6,871.29","6,932.05","6,794.28","568.20M","-1.54%"
"2008-12-23","6,952.91","7,310.19","7,310.19","6,950.28","891.00M","-4.69%"
"2008-12-22","7,295.12","7,409.10","7,409.10","7,204.84","760.00M","-1.93%"
"2008-12-19","7,438.83","7,391.32","7,507.70","7,361.05","771.30M","0.36%"
"2008-12-18","7,412.47","7,291.69","7,416.46","7,215.38","902.00M","1.72%"
"2008-12-17","7,286.87","7,265.41","7,378.10","7,253.24","792.20M","0.50%"
"2008-12-16","7,250.32","7,052.77","7,250.32","6,955.19","678.70M","2.10%"
"2008-12-15","7,101.42","7,184.16","7,229.80","6,968.60","696.40M","0.12%"
"2008-12-12","7,092.71","7,304.58","7,338.07","6,988.80","852.20M","-3.65%"
"2008-12-11","7,361.49","7,467.45","7,577.12","7,354.44","895.70M","-1.72%"
"2008-12-10","7,490.29","7,311.12","7,498.23","7,228.35","978.50M","1.76%"
"2008-12-9","7,360.99","7,565.55","7,585.16","7,344.68","1.13B","-2.23%"
"2008-12-8","7,528.63","7,363.65","7,563.46","7,347.99","1.32B","3.43%"
"2008-12-5","7,279.15","7,101.77","7,299.15","7,094.72","1.04B","2.08%"
"2008-12-4","7,130.93","7,123.00","7,389.35","7,122.47","1.56B","1.28%"
"2008-12-3","7,041.07","6,833.86","7,041.07","6,833.86","1.09B","3.61%"
"2008-12-2","6,795.81","6,619.35","6,887.49","6,596.64","829.40M","0.47%"
"2008-12-1","6,763.97","6,634.60","6,768.05","6,604.39","705.40M","1.58%"
"2008-11-28","6,658.51","6,606.10","6,727.81","6,575.24","717.90M","-0.37%"
"2008-11-27","6,683.24","6,923.37","6,947.12","6,683.24","1.42B","2.29%"
"2008-11-26","6,533.87","6,509.31","6,610.53","6,433.68","666.20M","0.69%"
"2008-11-25","6,489.00","6,568.15","6,609.08","6,390.34","585.40M","0.35%"
"2008-11-24","6,466.19","6,694.53","6,745.41","6,466.19","735.30M","-3.65%"
"2008-11-21","6,711.35","6,508.93","6,854.63","6,389.61","1.27B","0.22%"
"2008-11-20","6,696.83","6,564.44","6,850.70","6,534.85","1.25B","0.25%"
"2008-11-19","6,679.94","6,273.28","6,698.20","6,260.46","1.07B","6.14%"
"2008-11-18","6,293.30","6,727.51","6,790.52","6,264.84","1.28B","-7.22%"
"2008-11-17","6,783.03","6,634.63","6,783.03","6,576.84","1.36B","1.84%"
"2008-11-14","6,660.41","6,421.94","6,660.43","6,378.06","1.28B","4.66%"
"2008-11-13","6,364.03","6,030.79","6,420.73","5,986.11","1.21B","4.04%"
"2008-11-12","6,116.67","6,017.19","6,157.76","5,998.80","680.50M","0.28%"
"2008-11-11","6,099.77","6,113.85","6,254.49","6,046.97","1.03B","-0.45%"
"2008-11-10","6,127.12","5,855.08","6,128.72","5,855.08","854.70M","6.50%"
"2008-11-7","5,753.10","5,626.92","5,787.79","5,598.21","437.00M","0.57%"
"2008-11-6","5,720.55","5,734.93","5,767.13","5,678.34","392.80M","-2.48%"
"2008-11-5","5,865.78","5,721.52","5,941.80","5,721.17","541.60M","3.47%"
"2008-11-4","5,668.81","5,807.12","5,807.18","5,633.31","424.90M","-2.68%"
"2008-11-3","5,825.00","5,794.17","5,913.39","5,775.27","329.80M","-0.25%"
"2008-10-31","5,839.33","5,887.90","5,930.78","5,810.61","360.60M","-1.19%"
"2008-10-30","5,909.66","5,835.72","6,017.00","5,772.92","613.30M","1.91%"
"2008-10-29","5,798.67","5,973.50","5,987.61","5,792.77","613.20M","-1.57%"
"2008-10-28","5,891.12","5,589.31","5,923.44","5,577.23","831.30M","2.73%"
"2008-10-27","5,734.81","6,037.55","6,039.09","5,721.69","634.80M","-6.89%"
"2008-10-24","6,158.95","6,317.51","6,370.54","6,093.75","468.80M","-2.63%"
"2008-10-23","6,325.31","6,213.92","6,340.51","6,153.16","565.40M","0.75%"
"2008-10-22","6,278.04","6,293.04","6,457.05","6,265.39","486.30M","-1.74%"
"2008-10-21","6,389.19","6,435.91","6,527.49","6,379.16","614.40M","-0.58%"
"2008-10-20","6,426.29","6,220.43","6,452.34","6,101.42","565.00M","3.49%"
"2008-10-17","6,209.51","6,213.52","6,247.35","6,081.14","471.60M","0.70%"
"2008-10-16","6,166.56","6,141.73","6,312.18","6,117.13","692.80M","-3.74%"
"2008-10-15","6,406.35","6,403.27","6,453.03","6,340.25","515.50M","-1.03%"
"2008-10-14","6,473.11","6,772.38","6,807.14","6,473.11","854.10M","-1.50%"
"2008-10-13","6,571.59","6,330.19","6,571.59","6,109.15","593.00M","2.92%"
