"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2025-2-21","2,498.59","2,440.99","2,501.35","2,440.99","5.01B","2.51%"
"2025-2-20","2,437.34","2,433.82","2,446.54","2,414.40","3.66B","-0.06%"
"2025-2-19","2,438.87","2,381.89","2,440.51","2,380.85","3.84B","2.03%"
"2025-2-18","2,390.24","2,435.03","2,443.57","2,380.34","4.22B","-1.98%"
"2025-2-17","2,438.47","2,457.13","2,459.01","2,418.92","5.03B","0.51%"
"2025-2-14","2,426.07","2,383.39","2,434.93","2,383.27","4.09B","1.80%"
"2025-2-13","2,383.21","2,394.14","2,413.30","2,382.41","3.82B","-0.71%"
"2025-2-12","2,400.30","2,348.79","2,402.86","2,345.86","3.97B","1.81%"
"2025-2-11","2,357.56","2,390.60","2,390.60","2,355.08","3.63B","-1.43%"
"2025-2-10","2,391.66","2,391.56","2,396.32","2,361.96","4.31B","0.44%"
"2025-2-7","2,381.23","2,329.52","2,409.43","2,324.28","5.47B","2.53%"
"2025-2-6","2,322.52","2,255.40","2,322.57","2,251.82","4.12B","2.80%"
"2025-2-5","2,259.20","2,281.18","2,281.20","2,249.84","3.42B","-0.04%"
"2025-1-27","2,260.18","2,320.80","2,325.16","2,260.18","2.53B","-2.73%"
"2025-1-24","2,323.72","2,282.43","2,334.36","2,282.43","2.83B","1.46%"
"2025-1-23","2,290.26","2,325.25","2,353.89","2,290.26","3.17B","-0.37%"
"2025-1-22","2,298.71","2,301.77","2,309.50","2,276.87","2.29B","-0.54%"
"2025-1-21","2,311.13","2,325.00","2,325.00","2,286.98","2.24B","0.36%"
"2025-1-20","2,302.75","2,286.79","2,318.07","2,286.70","2.42B","1.81%"
"2025-1-17","2,261.77","2,233.80","2,279.19","2,233.66","2.24B","0.78%"
"2025-1-16","2,244.27","2,243.99","2,280.23","2,220.71","2.53B","0.66%"
"2025-1-15","2,229.59","2,258.63","2,258.63","2,223.73","2.37B","-1.82%"
"2025-1-14","2,270.97","2,176.48","2,272.28","2,165.26","3.45B","4.71%"
"2025-1-13","2,168.90","2,137.64","2,186.45","2,137.56","1.83B","0.36%"
"2025-1-10","2,161.07","2,195.26","2,214.81","2,161.07","2.11B","-1.76%"
"2025-1-9","2,199.75","2,182.41","2,215.77","2,182.29","1.97B","0.11%"
"2025-1-8","2,197.33","2,200.94","2,219.84","2,148.49","2.57B","-0.98%"
"2025-1-7","2,219.11","2,183.71","2,219.54","2,175.42","2.10B","0.70%"
"2025-1-6","2,203.61","2,208.05","2,224.48","2,189.03","1.98B","-0.09%"
"2025-1-3","2,205.56","2,256.36","2,261.84","2,205.55","2.62B","-2.16%"
"2025-1-2","2,254.21","2,337.89","2,338.69","2,232.26","3.20B","-3.79%"
"2024-12-31","2,343.00","2,409.28","2,414.90","2,343.00","2.93B","-2.93%"
"2024-12-30","2,413.77","2,405.65","2,427.39","2,404.85","2.47B","0.06%"
"2024-12-27","2,412.25","2,417.52","2,445.80","2,402.84","2.82B","-0.22%"
"2024-12-26","2,417.65","2,407.22","2,428.42","2,399.86","2.29B","0.39%"
"2024-12-25","2,408.29","2,423.96","2,424.77","2,392.65","2.18B","-0.55%"
"2024-12-24","2,421.54","2,396.29","2,423.34","2,393.35","2.22B","1.17%"
"2024-12-23","2,393.53","2,412.94","2,432.57","2,390.69","2.56B","-0.98%"
"2024-12-20","2,417.29","2,416.97","2,444.06","2,408.84","2.62B","-0.18%"
"2024-12-19","2,421.53","2,383.16","2,429.07","2,379.31","2.67B","0.52%"
"2024-12-18","2,409.05","2,414.57","2,424.22","2,398.62","2.12B","0.04%"
"2024-12-17","2,408.01","2,403.57","2,443.01","2,403.57","2.45B","-0.02%"
"2024-12-16","2,408.39","2,442.41","2,444.12","2,398.24","2.98B","-1.51%"
"2024-12-13","2,445.29","2,485.77","2,490.00","2,444.10","4.48B","-2.48%"
"2024-12-12","2,507.52","2,469.41","2,519.01","2,468.05","3.25B","1.35%"
"2024-12-11","2,474.09","2,473.12","2,492.91","2,462.90","3.22B","-0.11%"
"2024-12-10","2,476.79","2,579.88","2,580.09","2,470.19","4.78B","0.69%"
"2024-12-9","2,459.91","2,478.03","2,486.66","2,439.00","2.77B","-0.81%"
"2024-12-6","2,480.08","2,428.50","2,504.96","2,421.29","3.33B","2.05%"
"2024-12-5","2,430.19","2,414.92","2,447.29","2,414.92","2.53B","0.36%"
"2024-12-4","2,421.38","2,447.90","2,457.08","2,411.52","2.66B","-1.43%"
"2024-12-3","2,456.49","2,464.43","2,473.88","2,433.73","3.05B","-0.44%"
"2024-12-2","2,467.43","2,420.24","2,473.61","2,418.59","3.31B","1.42%"
"2024-11-29","2,432.97","2,365.72","2,477.47","2,365.72","3.71B","2.50%"
"2024-11-28","2,373.68","2,411.63","2,414.21","2,369.00","2.57B","-1.76%"
"2024-11-27","2,416.32","2,337.48","2,416.74","2,318.69","3.01B","2.73%"
"2024-11-26","2,352.12","2,366.65","2,392.63","2,349.98","2.39B","-1.15%"
"2024-11-25","2,379.57","2,389.33","2,399.80","2,341.60","2.93B","-0.02%"
"2024-11-22","2,379.99","2,470.11","2,482.49","2,379.99","3.57B","-3.98%"
"2024-11-21","2,478.77","2,466.08","2,495.50","2,459.64","3.32B","-0.09%"
"2024-11-20","2,480.94","2,453.31","2,498.33","2,450.22","3.40B","0.50%"
"2024-11-19","2,468.64","2,406.86","2,474.08","2,377.67","3.48B","3.00%"
"2024-11-18","2,396.81","2,455.20","2,466.79","2,377.38","3.89B","-2.32%"
"2024-11-15","2,453.84","2,536.22","2,557.68","2,453.84","4.06B","-3.91%"
"2024-11-14","2,553.75","2,637.22","2,646.41","2,550.16","3.82B","-3.40%"
"2024-11-13","2,643.74","2,588.96","2,654.58","2,564.79","4.67B","1.11%"
"2024-11-12","2,614.82","2,642.61","2,677.59","2,583.93","6.15B","-0.07%"
"2024-11-11","2,616.61","2,514.00","2,617.85","2,511.48","5.56B","3.05%"
"2024-11-8","2,539.12","2,621.45","2,627.48","2,534.66","6.13B","-1.24%"
"2024-11-7","2,571.02","2,455.31","2,571.02","2,450.15","6.03B","3.77%"
"2024-11-6","2,477.50","2,504.66","2,581.43","2,456.95","6.00B","-1.05%"
"2024-11-5","2,503.75","2,389.02","2,517.04","2,375.48","5.78B","4.75%"
"2024-11-4","2,390.20","2,321.31","2,391.72","2,321.31","3.75B","2.93%"
"2024-11-1","2,322.14","2,350.78","2,368.91","2,318.84","4.55B","-1.88%"
"2024-10-31","2,366.66","2,346.10","2,410.83","2,329.28","5.02B","0.60%"
"2024-10-30","2,352.51","2,357.71","2,383.59","2,326.39","3.63B","-1.18%"
"2024-10-29","2,380.71","2,440.32","2,448.45","2,379.07","4.22B","-2.32%"
"2024-10-28","2,437.36","2,436.22","2,445.40","2,404.30","3.92B","-0.44%"
"2024-10-25","2,448.05","2,395.02","2,489.90","2,383.90","4.79B","2.94%"
"2024-10-24","2,378.24","2,391.52","2,408.77","2,370.74","3.77B","-1.37%"
"2024-10-23","2,411.27","2,408.55","2,462.89","2,390.35","5.05B","-0.53%"
"2024-10-22","2,424.04","2,411.37","2,434.91","2,383.60","4.86B","0.30%"
"2024-10-21","2,416.77","2,417.93","2,478.29","2,386.04","6.09B","0.69%"
"2024-10-18","2,400.11","2,217.02","2,485.28","2,217.02","7.01B","7.95%"
"2024-10-17","2,223.39","2,250.15","2,275.44","2,221.75","3.88B","-0.31%"
"2024-10-16","2,230.35","2,227.94","2,275.58","2,215.66","3.58B","-2.20%"
"2024-10-15","2,280.64","2,339.30","2,379.00","2,280.45","4.38B","-3.22%"
"2024-10-14","2,356.44","2,317.07","2,365.05","2,254.82","5.03B","2.60%"
"2024-10-11","2,296.83","2,376.46","2,395.80","2,259.33","4.91B","-5.06%"
"2024-10-10","2,419.31","2,504.93","2,544.70","2,384.51","6.65B","-2.94%"
"2024-10-9","2,492.64","2,652.97","2,748.67","2,491.24","10.07B","-10.59%"
"2024-10-8","2,788.01","2,816.37","2,816.37","2,554.24","8.97B","17.25%"
"2024-9-30","2,377.84","2,180.16","2,385.83","2,149.64","7.35B","15.36%"
"2024-9-27","2,061.16","1,914.50","2,098.65","1,914.50","5.85B","10.00%"
"2024-9-26","1,873.80","1,791.14","1,875.84","1,777.08","3.53B","4.44%"
"2024-9-25","1,794.18","1,806.52","1,835.82","1,792.15","3.28B","1.62%"
"2024-9-24","1,765.52","1,689.65","1,766.34","1,675.03","2.96B","5.54%"
"2024-9-23","1,672.79","1,681.04","1,692.36","1,671.08","1.10B","-0.40%"
"2024-9-20","1,679.45","1,690.57","1,690.57","1,667.52","1.24B","-0.63%"
"2024-9-19","1,690.12","1,686.67","1,710.60","1,661.98","1.60B","0.85%"
"2024-9-18","1,675.91","1,675.81","1,683.13","1,663.97","994.61M","-0.11%"
"2024-9-13","1,677.76","1,696.46","1,701.26","1,677.76","1.18B","-1.07%"
"2024-9-12","1,695.94","1,711.89","1,723.65","1,695.08","1.23B","-0.42%"
"2024-9-11","1,703.06","1,682.86","1,708.26","1,678.24","1.17B","1.20%"
"2024-9-10","1,682.92","1,683.17","1,695.62","1,664.23","1.21B","0.06%"
"2024-9-9","1,681.89","1,670.54","1,691.39","1,667.90","1.16B","0.16%"
"2024-9-6","1,679.28","1,707.94","1,710.39","1,678.52","1.21B","-1.70%"
"2024-9-5","1,708.37","1,697.62","1,720.72","1,697.62","1.27B","0.65%"
"2024-9-4","1,697.36","1,683.45","1,714.01","1,681.57","1.30B","-0.11%"
"2024-9-3","1,699.20","1,674.36","1,705.24","1,674.24","1.31B","1.26%"
"2024-9-2","1,678.05","1,722.26","1,727.09","1,677.59","1.63B","-2.75%"
"2024-8-30","1,725.55","1,685.63","1,748.15","1,685.63","2.28B","2.53%"
"2024-8-29","1,682.91","1,651.22","1,693.98","1,651.00","1.64B","0.65%"
"2024-8-28","1,672.05","1,666.83","1,675.42","1,662.26","1.25B","0.05%"
"2024-8-27","1,671.28","1,678.99","1,683.49","1,666.76","1.37B","-0.94%"
"2024-8-26","1,687.18","1,692.35","1,700.94","1,681.95","1.44B","-0.10%"
"2024-8-23","1,688.92","1,681.94","1,697.77","1,678.95","1.17B","0.02%"
"2024-8-22","1,688.62","1,702.87","1,706.90","1,686.74","1.41B","-0.76%"
"2024-8-21","1,701.59","1,704.57","1,716.83","1,699.87","1.22B","-0.60%"
"2024-8-20","1,711.92","1,736.16","1,738.02","1,709.15","1.28B","-1.34%"
"2024-8-19","1,735.19","1,735.11","1,755.91","1,734.03","1.14B","-0.14%"
"2024-8-16","1,737.57","1,740.89","1,750.63","1,733.14","1.14B","-0.08%"
"2024-8-15","1,738.93","1,726.31","1,756.66","1,726.20","1.34B","0.53%"
"2024-8-14","1,729.78","1,753.92","1,753.92","1,729.78","1.06B","-1.42%"
"2024-8-13","1,754.73","1,738.20","1,754.81","1,733.26","1.11B","0.93%"
"2024-8-12","1,738.59","1,742.97","1,748.91","1,734.98","1.11B","-0.20%"
"2024-8-9","1,742.13","1,770.73","1,778.04","1,742.13","1.20B","-0.98%"
"2024-8-8","1,759.45","1,759.19","1,778.19","1,745.45","1.32B","-0.51%"
"2024-8-7","1,768.43","1,772.50","1,781.87","1,766.31","1.36B","-0.43%"
"2024-8-6","1,776.09","1,776.93","1,788.24","1,759.34","1.66B","1.25%"
"2024-8-5","1,754.19","1,769.36","1,807.46","1,754.15","1.95B","-1.89%"
"2024-8-2","1,788.04","1,800.64","1,824.12","1,784.91","1.66B","-1.66%"
"2024-8-1","1,818.24","1,844.70","1,849.48","1,815.08","1.65B","-1.31%"
"2024-7-31","1,842.44","1,771.38","1,843.91","1,771.38","2.40B","3.51%"
"2024-7-30","1,780.02","1,778.09","1,786.85","1,770.18","1.13B","-0.29%"
"2024-7-29","1,785.17","1,804.51","1,804.51","1,783.90","1.25B","-1.44%"
"2024-7-26","1,811.21","1,800.09","1,822.87","1,797.14","1.35B","0.92%"
"2024-7-25","1,794.76","1,791.73","1,809.69","1,788.30","1.42B","-0.39%"
"2024-7-24","1,801.80","1,818.95","1,836.78","1,796.17","1.53B","-1.22%"
"2024-7-23","1,824.11","1,879.21","1,879.37","1,824.11","1.57B","-3.04%"
"2024-7-22","1,881.37","1,887.23","1,894.13","1,869.87","1.57B","-0.09%"
"2024-7-19","1,883.09","1,862.74","1,889.24","1,862.46","1.63B","0.45%"
"2024-7-18","1,874.60","1,833.82","1,875.81","1,831.88","1.84B","1.25%"
"2024-7-17","1,851.40","1,846.49","1,863.58","1,838.84","1.86B","0.01%"
"2024-7-16","1,851.24","1,824.60","1,852.11","1,823.93","1.71B","1.39%"
"2024-7-15","1,825.78","1,827.83","1,833.28","1,817.41","1.32B","-0.63%"
"2024-7-12","1,837.36","1,833.55","1,847.46","1,825.40","1.63B","-0.07%"
"2024-7-11","1,838.74","1,826.10","1,849.27","1,810.19","2.22B","2.06%"
"2024-7-10","1,801.59","1,792.59","1,820.11","1,791.47","1.50B","-0.05%"
"2024-7-9","1,802.56","1,773.55","1,811.52","1,761.64","1.85B","1.45%"
"2024-7-8","1,776.82","1,801.79","1,802.39","1,772.23","1.37B","-1.62%"
"2024-7-5","1,806.10","1,798.62","1,813.43","1,780.23","1.41B","0.51%"
"2024-7-4","1,796.88","1,817.79","1,826.91","1,796.88","1.35B","-0.77%"
"2024-7-3","1,810.90","1,816.20","1,827.83","1,797.94","1.43B","-0.28%"
"2024-7-2","1,816.02","1,829.80","1,836.54","1,810.87","1.54B","-1.05%"
"2024-7-1","1,835.28","1,831.97","1,842.75","1,801.81","1.55B","-0.03%"
"2024-6-28","1,835.84","1,850.57","1,876.75","1,832.56","1.83B","-1.16%"
"2024-6-27","1,857.37","1,875.45","1,876.78","1,856.33","1.36B","-1.56%"
"2024-6-26","1,886.87","1,854.50","1,890.31","1,849.24","1.57B","1.82%"
"2024-6-25","1,853.08","1,879.91","1,884.89","1,843.26","1.45B","-1.81%"
"2024-6-24","1,887.29","1,903.00","1,913.46","1,884.65","1.45B","-1.39%"
"2024-6-21","1,913.84","1,914.71","1,920.99","1,899.22","1.31B","-0.38%"
"2024-6-20","1,921.16","1,947.90","1,954.96","1,920.01","1.51B","-1.44%"
"2024-6-19","1,949.28","1,979.32","1,979.32","1,948.93","1.39B","-1.24%"
"2024-6-18","1,973.68","1,966.91","1,985.39","1,964.15","1.58B","0.29%"
"2024-6-17","1,968.04","1,940.52","1,973.28","1,940.06","1.85B","0.83%"
"2024-6-14","1,951.88","1,936.53","1,953.45","1,916.50","1.95B","0.78%"
"2024-6-13","1,936.84","1,945.90","1,960.04","1,934.98","1.42B","-0.04%"
"2024-6-12","1,937.60","1,937.49","1,948.48","1,936.19","1.27B","-0.44%"
"2024-6-11","1,946.18","1,923.98","1,950.21","1,918.18","1.22B","0.35%"
"2024-6-7","1,939.34","1,973.51","1,982.53","1,921.66","1.36B","-2.15%"
"2024-6-6","1,981.90","2,003.46","2,009.23","1,976.27","1.59B","-0.68%"
"2024-6-5","1,995.44","2,002.55","2,022.80","1,995.44","1.34B","-0.54%"
"2024-6-4","2,006.34","1,976.71","2,011.75","1,975.30","1.42B","1.35%"
"2024-6-3","1,979.64","1,965.44","1,984.05","1,958.69","1.53B","0.79%"
"2024-5-31","1,964.03","1,972.19","1,992.98","1,964.03","1.39B","-0.41%"
"2024-5-30","1,972.11","1,969.40","1,979.88","1,963.62","1.29B","0.17%"
"2024-5-29","1,968.76","1,965.95","1,992.29","1,961.20","1.32B","0.29%"
"2024-5-28","1,962.98","1,982.36","1,986.34","1,962.33","1.20B","-1.31%"
"2024-5-27","1,988.96","1,981.58","1,990.98","1,958.34","1.44B","0.71%"
"2024-5-24","1,975.03","2,003.76","2,022.13","1,974.57","1.44B","-1.79%"
"2024-5-23","2,011.03","2,037.62","2,040.95","2,006.28","1.61B","-1.37%"
"2024-5-22","2,038.93","2,022.88","2,044.63","2,014.32","1.50B","0.91%"
"2024-5-21","2,020.54","2,031.71","2,033.13","2,013.97","1.25B","-0.74%"
"2024-5-20","2,035.68","2,028.75","2,047.75","2,024.78","1.74B","0.59%"
"2024-5-17","2,023.75","1,995.59","2,024.80","1,989.57","1.56B","1.12%"
"2024-5-16","2,001.26","2,004.26","2,019.89","1,993.45","1.38B","0.29%"
"2024-5-15","1,995.40","2,015.68","2,025.27","1,993.94","1.34B","-0.88%"
"2024-5-14","2,013.22","2,022.75","2,032.25","2,008.65","1.44B","-0.26%"
"2024-5-13","2,018.39","2,017.28","2,035.54","2,008.51","1.70B","-0.95%"
"2024-5-10","2,037.70","2,060.36","2,061.50","2,031.09","1.75B","-1.14%"
"2024-5-9","2,061.19","2,031.56","2,064.55","2,031.56","1.95B","1.87%"
"2024-5-8","2,023.32","2,047.97","2,047.97","2,021.27","1.57B","-1.44%"
"2024-5-7","2,052.93","2,057.47","2,062.05","2,048.29","1.60B","-0.14%"
"2024-5-6","2,055.83","2,057.60","2,068.64","2,049.94","2.05B","1.98%"
"2024-4-30","2,015.89","2,033.56","2,038.06","2,015.21","1.72B","-1.09%"
"2024-4-29","2,038.11","1,977.51","2,056.84","1,977.51","2.62B","3.51%"
"2024-4-26","1,969.02","1,908.54","1,971.99","1,908.54","2.46B","3.35%"
"2024-4-25","1,905.23","1,892.71","1,920.43","1,886.98","1.58B","-0.04%"
"2024-4-24","1,905.97","1,897.23","1,909.02","1,883.25","1.59B","0.70%"
"2024-4-23","1,892.75","1,893.20","1,905.29","1,879.39","1.47B","0.17%"
"2024-4-22","1,889.46","1,877.10","1,906.50","1,873.08","1.58B","-0.28%"
"2024-4-19","1,894.78","1,912.24","1,915.69","1,877.95","1.61B","-1.76%"
"2024-4-18","1,928.69","1,925.77","1,950.59","1,905.18","1.71B","-0.55%"
"2024-4-17","1,939.29","1,904.74","1,939.55","1,904.74","1.66B","2.11%"
"2024-4-16","1,899.25","1,924.47","1,932.81","1,898.51","1.73B","-1.97%"
"2024-4-15","1,937.36","1,910.01","1,950.77","1,910.01","1.84B","1.85%"
"2024-4-12","1,902.14","1,921.68","1,930.62","1,900.05","1.52B","-1.08%"
"2024-4-11","1,922.86","1,917.59","1,942.04","1,915.93","1.45B","-0.44%"
"2024-4-10","1,931.34","1,962.05","1,962.41","1,921.83","1.41B","-2.06%"
"2024-4-9","1,971.95","1,950.26","1,972.06","1,944.04","1.51B","1.14%"
"2024-4-8","1,949.80","1,979.37","1,985.95","1,949.80","1.58B","-1.81%"
"2024-4-3","1,985.80","1,999.98","2,000.32","1,984.50","1.51B","-1.08%"
"2024-4-2","2,007.47","2,016.99","2,017.68","1,997.49","1.63B","-0.62%"
"2024-4-1","2,020.01","1,978.33","2,020.01","1,978.33","1.71B","2.97%"
"2024-3-29","1,961.84","1,949.39","1,966.74","1,942.41","1.34B","0.64%"
"2024-3-28","1,949.31","1,931.71","1,973.66","1,928.88","1.61B","0.95%"
"2024-3-27","1,930.89","1,985.23","1,985.23","1,930.89","1.52B","-2.81%"
"2024-3-26","1,986.68","1,977.10","2,002.50","1,973.67","1.73B","0.44%"
"2024-3-25","1,977.95","2,011.49","2,018.53","1,977.58","1.71B","-1.91%"
"2024-3-22","2,016.50","2,042.35","2,046.85","2,006.98","1.89B","-1.47%"
"2024-3-21","2,046.62","2,063.57","2,071.92","2,046.56","1.85B","-0.64%"
"2024-3-20","2,059.72","2,047.79","2,066.43","2,047.16","1.76B","0.12%"
"2024-3-19","2,057.24","2,069.08","2,077.47","2,057.24","1.96B","-1.01%"
"2024-3-18","2,078.23","2,056.35","2,078.23","2,052.05","2.19B","2.25%"
"2024-3-15","2,032.58","2,025.55","2,035.67","1,993.89","1.79B","0.06%"
"2024-3-14","2,031.43","2,045.14","2,062.82","2,017.40","1.80B","-0.64%"
"2024-3-13","2,044.52","2,062.68","2,062.68","2,039.67","1.85B","-0.57%"
"2024-3-12","2,056.26","2,045.92","2,066.03","2,034.26","2.21B","0.83%"
"2024-3-11","2,039.40","1,960.29","2,039.90","1,955.66","2.21B","4.60%"
"2024-3-8","1,949.74","1,934.87","1,956.00","1,920.04","1.46B","0.97%"
"2024-3-7","1,931.01","1,974.51","1,983.63","1,930.94","1.67B","-2.33%"
"2024-3-6","1,977.02","1,966.18","2,001.87","1,953.63","1.58B","-0.06%"
"2024-3-5","1,978.18","1,961.93","1,988.34","1,956.18","1.87B","-0.06%"
"2024-3-4","1,979.45","1,971.14","1,992.84","1,960.92","1.97B","0.59%"
"2024-3-1","1,967.80","1,950.71","1,975.25","1,937.39","2.08B","0.94%"
"2024-2-29","1,949.46","1,877.11","1,952.29","1,877.11","2.16B","3.32%"
"2024-2-28","1,886.82","1,941.45","1,973.31","1,886.82","2.67B","-2.51%"
"2024-2-27","1,935.37","1,880.90","1,935.37","1,878.04","1.99B","2.41%"
"2024-2-26","1,889.77","1,890.90","1,907.45","1,875.34","1.80B","-0.37%"
"2024-2-23","1,896.77","1,906.22","1,906.55","1,879.83","1.71B","0.02%"
"2024-2-22","1,896.42","1,890.94","1,899.93","1,879.45","1.54B","0.31%"
"2024-2-21","1,890.60","1,864.68","1,924.41","1,860.19","2.06B","0.36%"
"2024-2-20","1,883.80","1,876.10","1,887.14","1,858.25","1.58B","-0.01%"
"2024-2-19","1,884.07","1,891.02","1,891.02","1,858.63","2.08B","1.13%"
"2024-2-8","1,862.96","1,851.93","1,903.45","1,848.84","2.45B","1.16%"
"2024-2-7","1,841.56","1,794.26","1,846.30","1,789.18","2.62B","2.37%"
"2024-2-6","1,798.87","1,666.73","1,800.43","1,666.23","2.44B","6.71%"
"2024-2-5","1,685.77","1,655.11","1,726.46","1,599.87","2.34B","0.79%"
"2024-2-2","1,672.57","1,710.96","1,721.77","1,631.24","1.78B","-2.43%"
"2024-2-1","1,714.28","1,691.40","1,743.80","1,686.60","1.55B","1.00%"
"2024-1-31","1,697.38","1,710.15","1,728.14","1,697.15","1.65B","-0.66%"
"2024-1-30","1,708.60","1,740.63","1,760.12","1,707.14","1.27B","-2.47%"
"2024-1-29","1,751.79","1,812.57","1,818.45","1,751.79","1.43B","-3.49%"
"2024-1-26","1,815.08","1,837.74","1,849.67","1,811.70","1.57B","-2.23%"
"2024-1-25","1,856.41","1,819.47","1,856.48","1,803.85","1.78B","1.45%"
"2024-1-24","1,829.87","1,830.28","1,834.82","1,771.59","1.70B","0.51%"
"2024-1-23","1,820.62","1,795.13","1,834.60","1,785.66","1.53B","1.24%"
"2024-1-22","1,798.26","1,845.09","1,850.09","1,787.98","1.70B","-2.83%"
"2024-1-19","1,850.64","1,862.63","1,880.70","1,849.64","1.30B","-0.98%"
"2024-1-18","1,868.90","1,818.82","1,871.85","1,810.72","1.80B","1.93%"
"2024-1-17","1,833.58","1,885.52","1,885.52","1,833.58","1.18B","-3.00%"
"2024-1-16","1,890.33","1,878.62","1,893.74","1,860.57","1.29B","0.38%"
"2024-1-15","1,883.19","1,889.57","1,905.47","1,875.57","1.11B","-0.88%"
"2024-1-12","1,899.97","1,910.55","1,926.24","1,899.66","1.23B","-0.91%"
"2024-1-11","1,917.35","1,881.78","1,931.43","1,876.23","1.47B","1.95%"
"2024-1-10","1,880.59","1,878.35","1,911.32","1,862.64","1.19B","-0.43%"
"2024-1-9","1,888.76","1,887.67","1,914.16","1,874.98","1.18B","0.36%"
"2024-1-8","1,881.90","1,908.78","1,919.62","1,881.71","1.18B","-1.76%"
"2024-1-5","1,915.52","1,940.59","1,958.13","1,904.89","1.15B","-1.45%"
"2024-1-4","1,943.77","1,975.63","1,975.73","1,935.40","1.13B","-1.80%"
"2024-1-3","1,979.34","1,995.98","2,002.76","1,969.43","1.14B","-1.14%"
"2024-1-2","2,002.20","2,037.91","2,037.91","2,001.99","1.22B","-1.87%"
"2023-12-29","2,040.44","2,027.67","2,047.24","2,026.06","1.44B","0.63%"
"2023-12-28","2,027.63","1,949.19","2,035.88","1,946.94","1.74B","3.85%"
"2023-12-27","1,952.48","1,955.95","1,961.34","1,938.30","1.11B","0.07%"
"2023-12-26","1,951.04","1,972.68","1,974.09","1,943.36","951.48M","-1.26%"
"2023-12-25","1,975.93","1,963.72","1,983.00","1,963.68","955.57M","0.31%"
"2023-12-22","1,969.75","1,971.73","1,993.99","1,955.64","1.39B","-0.37%"
"2023-12-21","1,977.06","1,936.77","1,986.06","1,933.64","1.31B","1.65%"
"2023-12-20","1,944.98","1,975.01","1,976.73","1,944.41","999.23M","-1.36%"
"2023-12-19","1,971.72","1,962.23","1,982.80","1,956.54","1.04B","0.42%"
"2023-12-18","1,963.44","1,984.28","1,991.46","1,957.98","1.06B","-1.54%"
"2023-12-15","1,994.19","2,016.86","2,025.77","1,989.53","1.14B","-0.65%"
"2023-12-14","2,007.15","2,033.08","2,045.00","2,005.79","1.05B","-0.63%"
"2023-12-13","2,019.91","2,049.04","2,049.68","2,019.30","1.13B","-1.66%"
"2023-12-12","2,053.93","2,060.10","2,064.09","2,049.28","1.24B","-0.62%"
"2023-12-11","2,066.73","2,028.80","2,071.15","2,013.17","1.56B","1.25%"
"2023-12-8","2,041.31","2,029.36","2,046.28","2,018.34","1.72B","0.80%"
"2023-12-7","2,025.17","2,024.97","2,037.62","2,011.17","1.39B","-0.25%"
"2023-12-6","2,030.27","2,014.69","2,048.24","2,014.05","1.41B","0.58%"
"2023-12-5","2,018.57","2,050.81","2,055.93","2,018.45","1.31B","-1.98%"
"2023-12-4","2,059.37","2,074.80","2,077.98","2,058.96","1.38B","-0.90%"
"2023-12-1","2,078.11","2,073.88","2,086.53","2,054.76","1.27B","0.19%"
"2023-11-30","2,074.12","2,065.98","2,085.16","2,062.88","1.16B","0.24%"
"2023-11-29","2,069.06","2,087.03","2,090.58","2,068.33","1.10B","-1.06%"
"2023-11-28","2,091.20","2,074.95","2,091.53","2,069.55","1.13B","0.63%"
"2023-11-27","2,078.02","2,089.25","2,089.25","2,067.60","1.08B","-0.61%"
"2023-11-24","2,090.68","2,114.88","2,114.88","2,087.51","1.08B","-1.19%"
"2023-11-23","2,115.94","2,099.27","2,115.94","2,093.13","1.12B","0.58%"
"2023-11-22","2,103.70","2,129.22","2,136.07","2,103.70","1.22B","-1.65%"
"2023-11-21","2,139.02","2,157.13","2,171.71","2,135.80","1.46B","-0.44%"
"2023-11-20","2,148.40","2,142.88","2,153.92","2,123.55","1.39B","0.32%"
"2023-11-17","2,141.45","2,124.95","2,141.60","2,124.95","1.15B","0.43%"
"2023-11-16","2,132.39","2,169.12","2,169.12","2,132.39","1.31B","-1.85%"
"2023-11-15","2,172.54","2,190.75","2,191.97","2,165.12","1.60B","0.53%"
"2023-11-14","2,161.16","2,164.91","2,182.55","2,151.40","1.42B","-0.22%"
"2023-11-13","2,165.91","2,176.27","2,180.60","2,153.84","1.44B","0.20%"
"2023-11-10","2,161.62","2,162.54","2,168.84","2,156.50","1.38B","-0.65%"
"2023-11-9","2,175.79","2,177.20","2,194.16","2,170.54","1.50B","-0.23%"
"2023-11-8","2,180.91","2,173.87","2,194.69","2,166.77","1.78B","0.02%"
"2023-11-7","2,180.51","2,183.03","2,190.25","2,168.97","1.88B","-0.47%"
"2023-11-6","2,190.83","2,139.08","2,193.24","2,139.08","2.23B","3.26%"
"2023-11-3","2,121.71","2,094.76","2,129.58","2,094.76","1.53B","1.47%"
"2023-11-2","2,090.98","2,117.63","2,127.11","2,090.66","1.33B","-0.99%"
"2023-11-1","2,111.91","2,122.64","2,125.16","2,102.07","1.35B","-0.46%"
"2023-10-31","2,121.72","2,128.81","2,129.45","2,111.08","1.65B","-0.48%"
"2023-10-30","2,131.92","2,084.60","2,138.15","2,082.35","2.20B","2.48%"
"2023-10-27","2,080.42","2,013.92","2,088.40","2,008.86","2.22B","2.88%"
"2023-10-26","2,022.15","1,995.56","2,023.86","1,983.77","2.04B","0.65%"
